i	area_T
IMG_0927_C_2	72.6664422967355
IMG_0927_C_3	17.1807299796212
IMG_0927_C_4	23.0484453548799
IMG_0927_C	69.8362011167263
IMG_0928_C	57.2080141884276
IMG_0929_C_2	0.416799175074927
IMG_0929_C_3	3.27769586348903
IMG_0929_C_4	8.78827886836213
IMG_0929_C	3.54271268001066
IMG_0930_C_2	11.7868323800108
IMG_0930_C_3	8.55934530675015
IMG_0930_C_4	17.0259476339555
IMG_0930_C_5	5.70643943852051
IMG_0930_C_6	2.84537344349505
IMG_0930_C	2.0894632362749
IMG_0931_C_2	7.11271170149538
IMG_0931_C_3	5.04873785962579
IMG_0931_C_4	3.69868062989737
IMG_0931_C_5	35.5617948794824
IMG_0931_C	9.37333006474279
IMG_0932_C_2	17.000430783517
IMG_0932_C_3	106.318241012826
IMG_0932_C	8.57495074542929
IMG_0933_C	42.7546547784063
IMG_0934_C_2	1.63932860861411
IMG_0934_C_3	6.85007896812438
IMG_0934_C	9.89135437494868
IMG_0935_C_2	41.1597928510016
IMG_0935_C	27.8164528753281
IMG_0936_C_2	1.48022259218153
IMG_0936_C	9.35226291774572
IMG_0937_C_2	5.16904957955935
IMG_0937_C_3	8.20819921650823
IMG_0937_C_4	16.7263018689024
IMG_0937_C	7.0940938693016
IMG_0938_C_2	17.4652005339096
IMG_0938_C_3	7.71906184453061
IMG_0938_C	75.4996504163224
IMG_0939_C_2	24.3284462886122
IMG_0939_C	22.0612263715998
IMG_0940_C	1.82381710453825
IMG_0941_C	48.6108099540341
IMG_0942_C_2	28.3249121372314
IMG_0942_C	193.722558096517
IMG_0943_C	4.67893126858001
IMG_0944_C_2	8.66074959449657
IMG_0944_C_3	2.53199088965443
IMG_0944_C_4	13.2552567412962
IMG_0944_C_5	43.2771021149622
IMG_0944_C	1.50993192617829
IMG_0945_C_2	8.65036447565263
IMG_0945_C_3	67.2208382529471
IMG_0945_C	15.3633179354207
IMG_0946_C_2	30.2439380304983
IMG_0946_C	81.3843422428681
IMG_0947_C_2	8.47150683680077
IMG_0947_C_3	11.4120431945015
IMG_0947_C_4	80.999900584937
IMG_0947_C_5	13.713636253718
IMG_0947_C_6	6.71535317872947
IMG_0947_C	12.5182372903215
IMG_0948_C_2	59.2454559948982
IMG_0948_C	3.66155576814059
IMG_0949_C	34.9978065199304
IMG_0950_C	23.8874621749954
IMG_0951_C	84.9212413239258
IMG_0952_C_2	11.8736646539712
IMG_0952_C	17.0872684110027
IMG_0953_C	50.0884275278737
IMG_0954_C_2	19.7180941177192
IMG_0954_C_3	16.7945689768734
IMG_0954_C_4	23.4056632385784
IMG_0954_C_5	64.3521709693922
IMG_0954_C_6	5.77352560037498
IMG_0954_C_7	11.03360384289
IMG_0954_C	15.7597090873443
IMG_0955_C	199.028573101938
IMG_0956_C_2	180.383615889123
IMG_0956_C	442.906199727756
IMG_0957_C_2	11.8805674397658
IMG_0957_C	7.69592434136455
IMG_0958_C_2	32.7919184502468
IMG_0958_C_3	16.7590901150827
IMG_0958_C	43.3678650627522
IMG_0959_C_2	22.0348855177792
IMG_0959_C_3	46.7312360180965
IMG_0959_C	9.67161397227512
IMG_0960_C_2	59.3272696587224
IMG_0960_C_3	24.8282159777223
IMG_0960_C_4	9.40351765457548
IMG_0960_C_5	5.65410533675696
IMG_0960_C_6	17.8682506961774
IMG_0960_C_7	12.1234313406387
IMG_0960_C	8.53525490337902
IMG_0961_C_2	180.70453130588
IMG_0961_C_3	22.3989032676795
IMG_0961_C_4	44.874630780031
IMG_0961_C_5	37.2902234525875
IMG_0961_C_6	25.2440494324278
IMG_0961_C_7	43.4785488165093
IMG_0961_C	25.4188908168537
IMG_0962_C_2	11.2023196365305
IMG_0962_C_3	9.33943485595415
IMG_0962_C_4	44.5127693852136
IMG_0962_C	12.9715427100834
IMG_0963_C_2	37.7068026015117
IMG_0963_C_3	18.6953770434171
IMG_0963_C_4	32.1494111443136
IMG_0963_C_5	11.0785726841273
IMG_0963_C_6	2.27913517314115
IMG_0963_C	55.0181051151344
IMG_0964_C_2	132.217088167779
IMG_0964_C	261.924930097454
IMG_0965_C_2	14.4573783794936
IMG_0965_C_3	8.26207952612589
IMG_0965_C_4	11.921583370393
IMG_0965_C_5	9.88964638244612
IMG_0965_C_6	84.5660815067142
IMG_0965_C_7	466.084257531506
IMG_0965_C	11.4938312923798
IMG_0966_C_2	135.073660870651
IMG_0966_C	189.420977129648
IMG_0967_C_2	11.1805080734234
IMG_0967_C_3	99.093383474465
IMG_0967_C_4	45.6772997422816
IMG_0967_C_5	310.352784936622
IMG_0967_C	259.241703045285
IMG_0968_C_10	11.4226786404847
IMG_0968_C_2	90.2857388389981
IMG_0968_C_3	75.4152881020926
IMG_0968_C_4	67.3308125295407
IMG_0968_C_5	58.1717011128776
IMG_0968_C_6	61.3345937352297
IMG_0968_C_7	59.7649636918318
IMG_0968_C_8	27.9615863876595
IMG_0968_C_9	40.9001847634598
IMG_0968_C	44.932754694281
IMG_0969_C_10	76.4688256885316
IMG_0969_C_2	67.5834602611801
IMG_0969_C_3	56.8978001947614
IMG_0969_C_4	53.5774925715998
IMG_0969_C_5	39.6601662962871
IMG_0969_C_6	56.1699418212689
IMG_0969_C_7	27.2179080626233
IMG_0969_C_8	38.4316712027766
IMG_0969_C_9	347.735274288996
IMG_0969_C	16.5784414092736
IMG_1436_C	62.8337496519244
IMG_1437_C	185.794839022403
IMG_1438_C_2	103.434281627101
IMG_1438_C	48.9197974425745
IMG_1439_C	114.936291562496
IMG_1441_C_2	25.8201328082272
IMG_1441_C_3	48.9982403267327
IMG_1441_C	18.3578685724634
IMG_1442_C	29.0663307795318
IMG_1444_C_2	53.2086646975918
IMG_1444_C_3	30.9827791560966
IMG_1444_C	36.6885755966896
IMG_1445_C	49.198151468742
IMG_1446_C	85.9148575292896
IMG_1447_C	15.7049093703665
IMG_1450_C_2	15.2133594209769
IMG_1450_C_3	49.391109002541
IMG_1450_C_4	90.8358462426823
IMG_1450_C_5	7.59733673724404
IMG_1450_C	34.7267934413596
IMG_1453_C_2	43.9692420213304
IMG_1453_C	126.059986614978
IMG_1454_C_2	32.6731961766669
IMG_1454_C_3	20.7693352460154
IMG_1454_C_4	15.8969777860606
IMG_1454_C_5	55.2598375742133
IMG_1454_C	70.9641031396436
IMG_1455_C	92.5758410854373
IMG_1456_C_2	67.4603668867001
IMG_1456_C_3	9.7941142011962
IMG_1456_C_4	25.3882589267789
IMG_1456_C_5	66.0810445653596
IMG_1456_C	185.864410151806
IMG_1458_C_2	59.0858333582835
IMG_1458_C_3	130.747353834161
IMG_1458_C_4	38.413500814355
IMG_1458_C_5	40.5938416711432
IMG_1458_C	227.680544882465
IMG_1459_C_2	30.399702026917
IMG_1459_C	107.587920834043
IMG_1460_C_2	28.6374178438034
IMG_1460_C	29.2964984283165
IMG_1461_C_2	62.5055996118
IMG_1461_C	48.1231087736413
IMG_1462_C_2	17.1838216219924
IMG_1462_C	42.7450155551703
IMG_1463_C_2	27.7382928182369
IMG_1463_C_3	18.3246730417676
IMG_1463_C_4	33.3626845492653
IMG_1463_C_5	10.2413763831036
IMG_1463_C	180.491223534837
IMG_1465_C	41.7250314450965
IMG_1466_C_2	6.15209129334658
IMG_1466_C_3	22.2147204434869
IMG_1466_C	18.8660655367867
IMG_1467_C_2	14.6343326977295
IMG_1467_C_3	29.6935568484703
IMG_1467_C	15.7715941006997
IMG_1469_C_2	64.57045510907
IMG_1469_C_3	12.5031071443024
IMG_1469_C_4	55.377374655174
IMG_1469_C	83.5531441162142
IMG_1470_C_2	27.3046348048803
IMG_1470_C_3	31.3469946463476
IMG_1470_C	36.8158631629093
IMG_1472_C_2	147.102492700252
IMG_1472_C_3	30.0418510864021
IMG_1472_C_4	50.1266576178522
IMG_1472_C_5	79.2967706063013
IMG_1472_C_6	727.612858216315
IMG_1472_C_7	47.2484992494281
IMG_1472_C_8	44.7681909639752
IMG_1472_C	267.271859315075
IMG_1473_C_2	74.4422301203133
IMG_1473_C_3	108.154029917222
IMG_1473_C_4	5.01754526741376
IMG_1473_C_5	99.3616208336944
IMG_1473_C_6	113.186228604108
IMG_1473_C	29.1649509549658
IMG_1474_C	269.759517722877
IMG_1475_C_2	166.787173297868
IMG_1475_C_3	33.2052806886374
IMG_1475_C	25.0722128024018
IMG_1477_C	47.4546784572545
IMG_1479_C	58.3485091793348
IMG_1481_C	69.4585865261544
IMG_1482_C_2	21.7062716181998
IMG_1482_C	16.459104310053
IMG_1483_C_2	1.739977579467
IMG_1483_C_3	3.68289084959391
IMG_1483_C_4	2.31035316067259
IMG_1483_C_5	0.612671995272842
IMG_1483_C	5.41867689253172
IMG_1484_C	4.85736918573285
IMG_1485_C	36.3611801145743
IMG_1486_C	28.0327604989285
IMG_1488_C_2	36.6533892319237
IMG_1488_C	4.51272458813374
IMG_1489_C_2	21.3381603102994
IMG_1489_C_3	57.2179484496644
IMG_1489_C_4	19.7701278165327
IMG_1489_C	5.55305709410933
IMG_1490_C_2	11.7649171289004
IMG_1490_C_3	31.0971005167163
IMG_1490_C_4	6.63076747065378
IMG_1490_C	11.146665288633
IMG_1491_C	59.0828951508516
IMG_1492_C_2	4.79821539872845
IMG_1492_C	17.4165709084072
IMG_1493_C_2	3.06762439780665
IMG_1493_C_3	3.73580201131601
IMG_1493_C_4	7.0357404792307
IMG_1493_C_5	2.47715114652603
IMG_1493_C	6.12186526792866
IMG_1495_C_2	2.44284460723204
IMG_1495_C	43.5223102217223
IMG_1496_C_2	42.1977543449236
IMG_1496_C	16.3051334111675
IMG_1497_C_2	19.0983296589242
IMG_1497_C	17.7811899137072
IMG_1499_C_2	29.2980871659643
IMG_1499_C_3	2.50209344282292
IMG_1499_C	12.6331934704356
IMG_1500_C_2	57.0853578417096
IMG_1500_C_3	117.963467806748
IMG_1500_C_4	105.636334215617
IMG_1500_C_5	122.317496519923
IMG_1500_C	99.3448536982005
IMG_1501_C_2	58.8413384315025
IMG_1501_C_3	60.0974927427979
IMG_1501_C	25.5841502839378
IMG_1502_C	100.464381309328
IMG_1503_C	359.573818162799
IMG_1505_C	443.517543440624
IMG_1506_C_2	167.312167437568
IMG_1506_C	299.053775961349
IMG_1508_C_2	195.738202064076
IMG_1508_C_3	250.83149712034
IMG_1508_C	31.824772394766
IMG_1509_C_2	324.672591355873
IMG_1509_C	350.447073243753
IMG_1510_C	156.818471594046
IMG_1511_C_2	66.683458261323
IMG_1511_C	131.020512146578
